index,defense_action,text_snippet,top_contributing_features
4280,quarantine,WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,"call (3.5260000228881836), claim (2.2769999504089355), customer (0.5740000009536743), you (0.4950000047683716), to (-0.49300000071525574), me (0.3370000123977661), been (0.30399999022483826), your (-0.20499999821186066), my (0.15800000727176666), from (-0.1420000046491623)"
4295,quarantine,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,"send (2.3289999961853027), now (2.0169999599456787), 500 (1.50600004196167), won (1.1150000095367432), call (-0.4000000059604645), to (0.3070000112056732), of (0.18400000035762787), my (0.1720000058412552), txt (-0.16500000655651093), your (-0.16099999845027924)"
4296,quarantine,Please CALL 08712402578 immediately as there is an urgent message waiting for you,"call (3.6470000743865967), message (2.131999969482422), for (0.4359999895095825), there (-0.3449999988079071), me (0.3199999928474426), is (0.3160000145435333), your (-0.30799999833106995), you (0.2930000126361847), as (-0.19099999964237213), my (0.1720000058412552)"
4298,quarantine,"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mi","call (4.01200008392334), now (1.4450000524520874), or (1.1970000267028809), your (0.4449999928474426), me (0.36899998784065247), my (0.19499999284744263), you (0.15600000321865082), to (-0.13199999928474426), from (-0.12999999523162842), for (-0.12399999797344208)"
4310,quarantine,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,"call (4.135000228881836), now (1.7109999656677246), service (1.4429999589920044), all (0.7379999756813049), you (0.42399999499320984), me (0.3370000123977661), know (-0.30000001192092896), will (-0.2630000114440918), cant (-0.2070000022649765), my (0.17399999499320984)"
4328,quarantine,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150p","call (3.9489998817443848), now (1.5729999542236328), mobile (0.8140000104904175), ur (0.6669999957084656), games (0.4819999933242798), me (0.3610000014305115), my (0.1860000044107437), your (-0.16300000250339508), from (-0.1599999964237213), to (-0.12999999523162842)"
4347,quarantine,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,"call (3.069999933242798), out (1.840000033378601), so (-0.9279999732971191), with (0.8420000076293945), ur (0.5950000286102295), they (0.49399998784065247), is (0.3840000033378601), have (0.31200000643730164), me (0.2919999957084656), on (0.17100000381469727)"
4354,quarantine,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING Y,"out (2.259999990463257), your (2.1570000648498535), you (0.6349999904632568), is (0.5019999742507935), call (-0.4729999899864197), there (-0.4350000023841858), orange (0.3659999966621399), information (0.28999999165534973), to (-0.25200000405311584), in (0.2029999941587448)"
4358,quarantine,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p","call (3.992000102996826), now (1.9129999876022339), service (1.4110000133514404), been (1.031000018119812), all (0.8309999704360962), me (0.3440000116825104), will (-0.29100000858306885), 150p (0.22699999809265137), my (0.18199999630451202), you (-0.1679999977350235)"
4370,quarantine,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,"call (3.3380000591278076), reply (1.3029999732971191), now (1.2790000438690186), text (0.9649999737739563), new (0.7680000066757202), or (0.6679999828338623), for (0.4180000126361847), me (0.3709999918937683), want (0.35499998927116394), my (0.1899999976158142)"
4372,quarantine,"Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!","text (2.8610000610351562), now (2.2850000858306885), next (0.8870000243186951), to (0.6790000200271606), good (-0.5699999928474426), call (-0.44699999690055847), the (-0.28600001335144043), you (0.2669999897480011), your (-0.2460000067949295), me (0.21299999952316284)"
4375,quarantine,Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,"msg (1.7450000047683716), been (1.5470000505447388), this (0.9990000128746033), ur (0.6930000185966492), call (-0.5699999928474426), and (0.35199999809265137), have (0.34200000762939453), more (0.21699999272823334), txt (-0.17100000381469727), can (-0.1679999977350235)"
4376,quarantine,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy","call (3.740000009536743), if (-1.7719999551773071), to (0.7960000038146973), your (0.75), you (0.6480000019073486), customer (0.5789999961853027), me (0.34200000762939453), go (-0.3370000123977661), 150p (0.2750000059604645), at (-0.23600000143051147)"
4385,quarantine,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,"call (2.4149999618530273), text (1.4320000410079956), reply (1.1690000295639038), free (1.0410000085830688), or (0.9350000023841858), mobile (0.8999999761581421), new (0.8799999952316284), with (0.7570000290870667), to (0.6620000004768372), me (0.3720000088214874)"
4406,quarantine,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,"text (2.5480000972747803), stop (2.1670000553131104), to (1.312999963760376), of (0.9279999732971191), call (-0.3840000033378601), voucher (0.3709999918937683), with (0.2639999985694885), can (-0.2329999953508377), me (0.23199999332427979), you (0.21199999749660492)"
4409,quarantine,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\""""","reply (2.250999927520752), free (1.9190000295639038), win (1.8320000171661377), your (0.921999990940094), with (0.9020000100135803), then (-0.3059999942779541), call (-0.2759999930858612), me (0.18400000035762787), my (0.16699999570846558), for (0.1589999943971634)"
4435,quarantine,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,"chat (2.4059998989105225), call (2.2219998836517334), stop (1.9129999876022339), service (1.2990000247955322), with (0.4429999887943268), me (0.30399999022483826), to (-0.18199999630451202), from (-0.1589999943971634), now (-0.15600000321865082), my (0.14499999582767487)"
4449,quarantine,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3A","txt (3.7260000705718994), claim (2.2179999351501465), or (1.0959999561309814), ur (0.46000000834465027), call (-0.30000001192092896), your (-0.16699999570846558), me (0.15399999916553497), now (-0.13600000739097595), 18 (0.13199999928474426), my (0.11999999731779099)"
4459,quarantine,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123""","send (1.8530000448226929), stop (1.7760000228881836), msg (1.5700000524520874), free (1.190000057220459), mobile (1.0069999694824219), this (0.7379999756813049), to (0.4090000092983246), call (-0.3449999988079071), you (0.2980000078678131), go (-0.29600000381469727)"
4498,quarantine,"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+","win (2.703000068664551), reply (2.1019999980926514), now (1.534000039100647), to (0.9509999752044678), mobile (0.8489999771118164), or (0.675000011920929), with (0.40799999237060547), call (-0.37599998712539673), me (0.1979999989271164), my (0.17000000178813934)"
4499,quarantine,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE","sms (2.818000078201294), text (2.2079999446868896), stop (1.9559999704360962), your (0.7599999904632568), help (0.6359999775886536), for (0.5590000152587891), call (-0.39100000262260437), you (0.3709999918937683), with (0.3700000047683716), unsubscribe (0.3659999966621399)"
4516,quarantine,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150p","call (3.9489998817443848), now (1.5729999542236328), mobile (0.8140000104904175), ur (0.6669999957084656), games (0.4819999933242798), me (0.3610000014305115), my (0.1860000044107437), your (-0.16300000250339508), from (-0.1599999964237213), to (-0.12999999523162842)"
4533,quarantine,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,"chat (2.263000011444092), stop (1.9550000429153442), send (1.63100004196167), text (1.5859999656677246), service (0.8370000123977661), new (0.5109999775886536), see (0.43299999833106995), you (0.36399999260902405), your (0.335999995470047), ur (0.3089999854564667)"
4570,quarantine,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,"send (1.7760000228881836), msg (1.2829999923706055), mobile (1.13100004196167), now (1.0190000534057617), your (0.753000020980835), it (-0.4659999907016754), call (-0.41499999165534973), have (-0.2759999930858612), to (0.21899999678134918), my (0.18700000643730164)"
4576,quarantine,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,"txt (4.10099983215332), free (1.815000057220459), 500 (0.9879999756813049), to (0.9340000152587891), or (0.7879999876022339), of (-0.33000001311302185), call (-0.2879999876022339), me (0.17100000381469727), your (-0.1509999930858612), my (0.14900000393390656)"
4577,quarantine,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records","text (2.3510000705718994), free (2.0280001163482666), mobile (0.9399999976158142), from (0.7889999747276306), to (0.7120000123977661), your (0.5849999785423279), all (0.36500000953674316), call (-0.3499999940395355), you (0.3199999928474426), orange (0.29499998688697815)"
4578,quarantine,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+","call (4.000999927520752), or (1.2619999647140503), from (0.7089999914169312), cash (0.5740000009536743), me (0.375), your (0.28299999237060547), my (0.1979999989271164), for (-0.18799999356269836), 18 (0.18199999630451202), now (-0.14499999582767487)"
4583,quarantine,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk","txt (4.27400016784668), win (2.9739999771118164), for (0.6980000138282776), ur (0.45500001311302185), call (-0.27300000190734863), to (-0.23800000548362732), your (-0.1589999943971634), now (-0.15700000524520874), me (0.14100000262260437), my (0.11900000274181366)"
4585,quarantine,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,"call (3.069999933242798), out (1.840000033378601), so (-0.9279999732971191), with (0.8420000076293945), ur (0.5950000286102295), they (0.49399998784065247), is (0.3840000033378601), have (0.31200000643730164), me (0.2919999957084656), on (0.17100000381469727)"
4586,quarantine,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876","txt (3.561000108718872), text (2.2339999675750732), to (1.3760000467300415), me (-0.8289999961853027), with (0.7020000219345093), new (0.6539999842643738), in (-0.5920000076293945), like (0.18400000035762787), you (0.15700000524520874), sex (0.14399999380111694)"
4591,quarantine,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,"txt (3.1740000247955322), text (1.6150000095367432), ringtone (1.465000033378601), stop (1.3070000410079956), out (0.8379999995231628), to (0.828000009059906), now (0.7440000176429749), mobile (0.5920000076293945), get (0.4180000126361847), you (0.25200000405311584)"
4601,quarantine,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,"txt (2.305000066757202), call (1.9470000267028809), claim (1.4199999570846558), now (1.2510000467300415), stop (1.1679999828338623), of (-1.0470000505447388), from (0.7630000114440918), to (-0.671999990940094), your (0.4440000057220459), time (-0.43299999833106995)"
4627,quarantine,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,"call (4.552000045776367), service (1.4229999780654907), won (1.0640000104904175), or (0.8550000190734863), cash (0.5139999985694885), customer (0.5059999823570251), you (0.47699999809265137), me (0.35499998927116394), have (0.26499998569488525), as (-0.21899999678134918)"
4628,quarantine,Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates ,"call (3.2209999561309814), claim (2.3420000076293945), with (0.9179999828338623), to (0.8889999985694885), you (0.4830000102519989), me (0.3580000102519989), apply (0.27900001406669617), have (-0.23000000417232513), my (0.1770000010728836), from (-0.15399999916553497)"
4642,quarantine,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,"call (4.151000022888184), mobile (1.1970000267028809), your (1.1519999504089355), for (0.921999990940094), from (0.8809999823570251), games (0.4309999942779541), me (0.3799999952316284), get (-0.29499998688697815), you (0.24699999392032623), my (0.20000000298023224)"
4646,quarantine,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,"call (3.4790000915527344), or (1.149999976158142), reply (0.9649999737739563), your (0.5170000195503235), to (-0.42399999499320984), of (0.39399999380111694), you (0.3919999897480011), me (0.36500000953674316), my (0.18400000035762787), now (-0.13699999451637268)"
4649,quarantine,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.","sms (3.0820000171661377), from (0.9580000042915344), with (0.8529999852180481), your (0.6850000023841858), call (-0.4970000088214874), for (0.46799999475479126), information (0.28999999165534973), you (0.23499999940395355), me (0.1850000023841858), my (0.17299999296665192)"
4651,quarantine,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611 ,"call (4.00600004196167), mobile (0.9789999723434448), from (0.9169999957084656), to (0.45399999618530273), me (0.3720000088214874), for (0.25600001215934753), you (-0.23800000548362732), my (0.20000000298023224), your (-0.12600000202655792), txt (-0.11900000274181366)"
4657,quarantine,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,"call (4.179999828338623), your (2.0369999408721924), for (1.3609999418258667), me (0.36800000071525574), my (0.18299999833106995), you (0.15299999713897705), now (-0.15299999713897705), in (0.13500000536441803), from (-0.11500000208616257), txt (-0.11400000005960464)"
4695,quarantine,"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU","call (3.865999937057495), mobile (1.2929999828338623), your (1.1729999780654907), to (0.8270000219345093), was (-0.6240000128746033), this (0.6050000190734863), you (0.48100000619888306), no (-0.43299999833106995), on (0.3840000033378601), me (0.3709999918937683)"
4724,quarantine,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply","free (1.902999997138977), reply (1.7130000591278076), from (1.0720000267028809), ur (0.6620000004768372), get (-0.6309999823570251), for (0.6069999933242798), games (0.4819999933242798), call (-0.4169999957084656), the (0.24899999797344208), me (0.21699999272823334)"
4727,quarantine,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call","call (2.265000104904175), text (1.878000020980835), free (1.2699999809265137), mobile (1.0950000286102295), to (0.6629999876022339), get (0.5350000262260437), your (0.5090000033378601), number (0.4169999957084656), me (0.38199999928474426), for (0.328000009059906)"
4745,quarantine,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,"call (4.791999816894531), you (0.5640000104904175), me (0.34299999475479126), to (-0.1979999989271164), your (-0.1940000057220459), from (-0.1720000058412552), my (0.1599999964237213), now (-0.15199999511241913), txt (-0.12999999523162842), free (-0.10999999940395355)"
4758,quarantine,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,"call (3.369999885559082), claim (1.8509999513626099), mobile (1.0080000162124634), been (0.902999997138977), from (0.7509999871253967), number (0.40700000524520874), me (0.3930000066757202), with (0.37599998712539673), my (0.2150000035762787), you (-0.15800000727176666)"
4759,quarantine,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 å£100 cash. Name the NEW US President? txt ans to 80082,"txt (4.198999881744385), to (1.0850000381469727), this (0.8199999928474426), new (0.7799999713897705), cash (0.5350000262260437), the (0.296999990940094), call (-0.2919999957084656), your (0.2540000081062317), me (0.17800000309944153), my (0.1720000058412552)"
4785,quarantine,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or å£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+","call (4.195000171661377), or (1.3459999561309814), cash (0.5740000009536743), your (0.546999990940094), me (0.36399999260902405), my (0.18799999356269836), 18 (0.18199999630451202), now (-0.1459999978542328), to (-0.1379999965429306), from (-0.13099999725818634)"
4796,quarantine,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,"call (3.0889999866485596), claim (1.847000002861023), now (1.5839999914169312), your (1.3860000371932983), to (-0.7039999961853027), this (0.6930000185966492), from (0.6880000233650208), me (0.3840000033378601), is (-0.2529999911785126), my (0.20000000298023224)"
4797,quarantine,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,"call (3.11299991607666), to (0.9100000262260437), from (0.8360000252723694), you (0.5740000009536743), your (0.550000011920929), me (0.3790000081062317), my (0.20900000631809235), now (-0.16300000250339508), time (-0.12999999523162842), and (0.12399999797344208)"
4807,quarantine,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,"call (3.38700008392334), claim (2.058000087738037), your (0.5429999828338623), to (0.492000013589859), for (0.3919999897480011), me (0.3630000054836273), my (0.20000000298023224), now (-0.12600000202655792), and (0.12300000339746475), but (0.12200000137090683)"
4822,quarantine,u r a winner U ave been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),"claim (3.009000062942505), to (1.2300000190734863), or (1.0360000133514404), cash (0.5740000009536743), call (-0.49300000071525574), been (0.4490000009536743), your (-0.1860000044107437), 18 (0.18199999630451202), txt (-0.17399999499320984), me (0.1720000058412552)"
4833,quarantine,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY å£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.","txt (4.3470001220703125), from (1.375), to (1.2070000171661377), new (0.9259999990463257), go (-0.4099999964237213), no (-0.40799999237060547), call (-0.3400000035762787), me (0.17499999701976776), now (-0.164000004529953), my (0.15399999916553497)"
4840,quarantine,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,"call (4.072000026702881), your (1.9179999828338623), for (1.3609999418258667), me (0.36399999260902405), my (0.18299999833106995), now (-0.15299999713897705), you (0.1469999998807907), in (0.13199999928474426), from (-0.11500000208616257), txt (-0.11400000005960464)"
4844,quarantine,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386 ,"call (3.865000009536743), win (2.3959999084472656), won (1.1610000133514404), customer (0.5559999942779541), have (0.453000009059906), to (-0.4189999997615814), you (-0.4189999997615814), is (0.3499999940395355), me (0.3310000002384186), as (-0.21899999678134918)"
4862,quarantine,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,"txt (3.2829999923706055), free (1.7170000076293945), stop (1.593000054359436), out (1.3660000562667847), service (1.1390000581741333), for (0.5809999704360962), call (-0.29899999499320984), message (0.2639999985694885), 150p (0.22699999809265137), unsubscribe (0.16200000047683716)"
4863,quarantine,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,"chat (3.0250000953674316), now (2.2090001106262207), from (1.600000023841858), call (-0.5170000195503235), me (0.17499999701976776), txt (-0.17399999499320984), my (0.1589999943971634), to (-0.1509999930858612), free (-0.12099999934434891), your (-0.10300000011920929)"
4876,quarantine,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,"sms (2.5899999141693115), reply (2.3310000896453857), stop (1.6469999551773071), send (1.3899999856948853), or (0.7440000176429749), no (-0.4749999940395355), see (0.4449999928474426), you (0.4390000104904175), call (-0.3089999854564667), is (0.2879999876022339)"
4878,quarantine,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,"txt (4.063000202178955), now (1.3769999742507935), to (1.0529999732971191), free (0.9769999980926514), get (0.5019999742507935), reply (0.382999986410141), so (-0.29899999499320984), 150p (0.2750000059604645), call (-0.21899999678134918), and (0.2029999941587448)"
4887,quarantine,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.,"call (3.936000108718872), with (0.871999979019165), your (0.5820000171661377), to (-0.5580000281333923), number (0.37400001287460327), me (0.3400000035762787), for (-0.18700000643730164), my (0.1770000010728836), now (-0.15800000727176666), from (-0.1289999932050705)"
4895,quarantine,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,"call (3.875), reply (1.6089999675750732), for (0.8849999904632568), or (0.824999988079071), want (0.414000004529953), me (0.3610000014305115), my (0.1720000058412552), to (0.1599999964237213), you (0.15700000524520874), your (-0.13600000739097595)"
4900,quarantine,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18","txt (4.415999889373779), 500 (1.1629999876022339), or (1.1299999952316284), to (1.1039999723434448), call (-0.335999995470047), me (0.17000000178813934), my (0.15700000524520874), 150p (0.1469999998807907), your (-0.14499999582767487), now (-0.14300000667572021)"
4902,quarantine,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,"text (2.503999948501587), ringtone (2.2249999046325684), free (1.7369999885559082), now (0.9440000057220459), your (0.7279999852180481), of (0.503000020980835), you (0.3889999985694885), get (-0.33399999141693115), call (-0.257999986410141), me (0.2409999966621399)"
4917,quarantine,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate","call (3.5910000801086426), claim (2.072999954223633), now (1.2400000095367432), won (1.1679999828338623), the (-0.9160000085830688), this (0.8209999799728394), me (0.34700000286102295), have (0.25), my (0.1850000023841858), to (-0.1720000058412552)"
4929,quarantine,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!","text (2.9230000972747803), to (1.4249999523162842), or (1.1629999876022339), with (0.7960000038146973), see (0.5220000147819519), call (-0.4000000059604645), in (-0.367000013589859), you (0.26100000739097595), me (0.20900000631809235), what (-0.20800000429153442)"
4930,quarantine,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service","now (1.6629999876022339), send (1.3650000095367432), service (1.3320000171661377), stop (1.253000020980835), text (1.0), this (0.8920000195503235), for (-0.30399999022483826), the (0.30300000309944153), call (-0.30000001192092896), your (-0.2669999897480011)"
4947,quarantine,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!,"call (3.2209999561309814), claim (1.930999994277954), your (1.621999979019165), now (1.5570000410079956), or (0.7630000114440918), to (-0.5770000219345093), cash (0.5740000009536743), me (0.3790000081062317), you (0.21299999952316284), my (0.20200000703334808)"
4948,quarantine,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...","free (2.2260000705718994), this (0.9319999814033508), of (0.9269999861717224), to (0.9120000004768372), all (0.8600000143051147), you (-0.6209999918937683), number (0.48500001430511475), will (-0.3970000147819519), call (-0.36800000071525574), the (0.3179999887943268)"
4952,quarantine,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.","call (2.828000068664551), service (1.1749999523162842), now (1.1699999570846558), mobile (0.9419999718666077), from (0.9369999766349792), free (0.8769999742507935), your (0.6589999794960022), to (0.5799999833106995), can (-0.4779999852180481), me (0.3970000147819519)"
4966,quarantine,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,"call (3.6670000553131104), claim (2.260999917984009), won (1.0210000276565552), from (0.8360000252723694), to (0.7960000038146973), you (0.5709999799728394), that (-0.460999995470047), me (0.37700000405311584), my (0.1850000023841858), are (-0.14800000190734863)"
4984,quarantine,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,"sms (2.5899999141693115), reply (2.3310000896453857), stop (1.6480000019073486), send (1.2949999570846558), or (0.7440000176429749), no (-0.4740000069141388), see (0.4449999928474426), you (0.36800000071525574), call (-0.3089999854564667), him (-0.2879999876022339)"
4990,quarantine,Phony å£350 award - Todays Voda numbers ending XXXX are selected to receive a å£350 award. If you have a match please call 08712300220 quoting claim code 3100 s,"call (3.322999954223633), claim (2.375), to (0.8849999904632568), you (0.5210000276565552), me (0.3569999933242798), have (-0.21799999475479126), my (0.1770000010728836), your (-0.17299999296665192), from (-0.164000004529953), and (0.13099999725818634)"
5003,quarantine,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150pp,"500 (1.4570000171661377), or (1.2619999647140503), to (1.187999963760376), of (0.6819999814033508), call (-0.5019999742507935), ur (0.4650000035762787), me (0.2029999941587448), txt (-0.19099999964237213), my (0.1550000011920929), now (-0.14900000393390656)"
5011,quarantine,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,"call (3.509999990463257), claim (1.8730000257492065), service (1.1150000095367432), won (1.065999984741211), or (0.753000020980835), to (0.753000020980835), cash (0.5139999985694885), customer (0.4090000092983246), you (0.3700000047683716), me (0.35899999737739563)"
5017,quarantine,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,"txt (3.934000015258789), chat (2.6510000228881836), this (0.8009999990463257), been (0.48100000619888306), to (0.36399999260902405), call (-0.3109999895095825), 150p (0.2750000059604645), now (-0.1679999977350235), your (-0.16200000047683716), me (0.13300000131130219)"
